taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Genome Size   * assembled	Gene Count   * assembled
2504136006	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Desulfobacca acetoxidans ASRB2, DSM 11109"	DOE Joint Genome Institute (JGI)	2504136006	3282536	3023
2645727956	Bacteria	Finished	Candidatus Thioglobus sp. EF1 genome sequencing	Candidatus Thioglobus autotrophicus EF1	University of Washington	2645727956	1512449	1660
2526164742	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Desulfatiglans anilini DSM 4660	DOE Joint Genome Institute (JGI)	2526164742	4667344	4105
2627853719	Bacteria	Finished	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain:757 Genome sequencing	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus 757	Duke University	2627853719	773940	655
2526164726	Bacteria	Permanent Draft	Genome Sequencing of bacteria isolated from zebrafish intestine	Chitinibacter sp. ZOR0017	University of Oregon	2526164726	3478693	3310
2770939503	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Schlegelella thermodepolymerans DSM 15344	DOE Joint Genome Institute (JGI)	2770939503	3835611	3662
2671180969	Bacteria	Permanent Draft	Dakarella massiliensis genome	Dakarella massiliensis ND3	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2671180969	2475916	2244
2728369466	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Roseovarius halotolerans DSM 29507	DOE Joint Genome Institute (JGI)	2728369466	3718295	3703
2524614822	Bacteria	Permanent Draft	Genome sequencing of Philippine Mollusk Symbiont ICBG bacterial isolates from shipworm (Teredinidae) gill.	Teredinibacter sp. 1162T.S.0a.05	DOE Joint Genome Institute (JGI)	2524614822	4404964	3685
2622736501	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Epibacterium ulvae U95	DOE Joint Genome Institute (JGI)	2622736501	3994069	3910
2731957682	Bacteria	Permanent Draft	Bergeriella denitrificans NBRC 102155	Bergeriella denitrificans NBRC 102155	National Institute of Technology and Evaluation	2731957682	2288944	2168
2681812958	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Hasllibacter halocynthiae DSM 29318	DOE Joint Genome Institute (JGI)	2681812958	2784625	2808
2693429861	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Lentibacter algarum DSM 24677	DOE Joint Genome Institute (JGI)	2693429861	3293487	3319
646564517	Bacteria	Finished	Candidatus Riesia pediculicola USDA	Candidatus Riesia pediculicola USDA	J. Craig Venter Institute (JCVI)	646564517	582127	595
2770939508	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Ciceribacter lividus DSM 25528	DOE Joint Genome Institute (JGI)	2770939508	4521451	4347
2651869889	Bacteria	Draft	"Prairie soil microbial communities from Hayden, Iowa, USA"	Candidatus Udaeobacter copiosus ((OTU Da101))	University of Chicago	2651869889	2656185	3066
2767802475	Bacteria	Permanent Draft	Genome sequencing of rice bacterial endophytes	Grimontella sp. AG753	DOE Joint Genome Institute (JGI)	2767802475	5790929	5706
2515154130	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Kiloniella laminariae DSM 19542	DOE Joint Genome Institute (JGI)	2515154130	4440816	4213
2593339163	Bacteria	Permanent Draft	Genome sequencing of 100 strains of the haloalkaliphilic chemolithoautotrophic sulfur-oxidizing bacterium Thioalkalivibrio	Thiohalomonas denitrificans HLD2	DOE Joint Genome Institute (JGI)	2593339163	3563632	3337
2630968769	Bacteria	Permanent Draft	Arenimonas composti TR7-09 = DSM 18010 Genome sequencing	"Arenimonas composti TR7-09, DSM 18010"	Huazhong Agricultural University	2630968769	3161214	2912
2687453168	Bacteria	Finished	Human oral bacterial isolates genome sequencing	Ottowia sp. W10237	The Forsyth Institute	2687453168	2925783	2667
2523533585	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Rheinheimera baltica DSM 14885	DOE Joint Genome Institute (JGI)	2523533585	4351767	4187
640612219	Bacteria	Permanent Draft	Sagittula stellata E-37	Sagittula stellata E-37	J. Craig Venter Institute (JCVI)	640612219	5262893	5121
2756170350	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Bacteriovorax stolpii DSM 12778	DOE Joint Genome Institute (JGI)	2756170350	3801092	3810
648028023	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Desulfarculus baarsii 2st14, DSM 2075"	DOE Joint Genome Institute (JGI)	648028023	3655731	3355
2770939472	Bacteria	Permanent Draft	"Freshwater and sediment microbial communities from various areas in North America, analyzing microbe dynamics in response to fracking"	Idiomarina abyssalis 017G.2	DOE Joint Genome Institute (JGI)	2770939472	2794880	2740
2724679054	Bacteria	Permanent Draft	Paramesorhizobium deserti Genome sequencing	Paramesorhizobium deserti A-3-E	Beijing Institute of Microbiology and Epidemiology	2724679054	5478372	5233
2596583605	Bacteria	Permanent Draft	Pacificimonas flava JLT2015	Pacificimonas flava JLT2015	Chinese National Human Genome Center at Shanghai	2596583605	3253933	3054
2501004205	Bacteria	Finished	Dinoroseobacter shibae	"Dinoroseobacter shibae DFL-12, DSM 16493"	DOE Joint Genome Institute (JGI)	2501004205	4417868	4244
2687453330	Bacteria	Finished	Marinobacterium aestuarii ST58-10 genome sequencing	Marinobacterium aestuarii ST58-10	National Marine Biodiversity Institute of Korea	2687453330	5191608	4634
2505119043	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Thermovirga lienii Cas60314, DSM 17291"	DOE Joint Genome Institute (JGI)	2505119043	1999646	1973
2515154053	Bacteria	Finished	Tetrathiobacter kashmirensis WT001	Advenella kashmirensis WT001	Bose Institute	2515154053	4423879	3980
640427127	Bacteria	Finished	Orientia tsutsugamushi Boryong	Orientia tsutsugamushi Boryong	Seoul National University	640427127	2127051	2180
2558860993	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Balneatrix alpica DSM 16621	DOE Joint Genome Institute (JGI)	2558860993	3656100	3462
2756170234	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Aminivibrio pyruvatiphilus DSM 25964	DOE Joint Genome Institute (JGI)	2756170234	3347494	3061
2571042000	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Belnapia moabensis DSM 16746	DOE Joint Genome Institute (JGI)	2571042000	6727093	6596
2551306522	Bacteria	Permanent Draft	Salinivibrio costicola costicola ATCC 33508	Salinivibrio costicola costicola ATCC 33508	Smithsonian Institution	2551306522	4781670	4611
2634166467	Bacteria	Finished	Pluralibacter gergoviae FB2 Genome sequencing	Pluralibacter gergoviae FB2	University of Malaya	2634166467	5489680	5166
2524614726	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Hellea balneolensis DSM 19091	DOE Joint Genome Institute (JGI)	2524614726	3208823	3091
2721755686	Bacteria	Finished	Mesorhizobium amorphae CCNWGS0123 Genome sequencing	Mesorhizobium amorphae CCNWGS0123	State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau	2721755686	7343952	7030
2770939505	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Roseimicrobium gellanilyticum DSM 25532	DOE Joint Genome Institute (JGI)	2770939505	7930206	6584
2751185681	Bacteria	Permanent Draft	Magnetovibrio blakemorei MV-1 Genome sequencing	Magnetovibrio blakemorei MV-1	Southwestern Oklahoma State University	2751185681	3638804	3618
2511231065	Bacteria	Finished	Pseudovibrio sp. FO-BEG1	Pseudovibrio sp. FO-BEG1	Max Planck Institute	2511231065	5916782	5555
2597489926	Bacteria	Finished	Bradyrhizobium oligotrophicum S58	Bradyrhizobium oligotrophicum S58	Tohoku University	2597489926	8264165	7209
2671180222	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Oryzisolibacter propanilivorax EPL6	DOE Joint Genome Institute (JGI)	2671180222	3715915	3440
2582581277	Bacteria	Permanent Draft	Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane consuming bacteria.	Methyloterricola oryzae 73a	DOE Joint Genome Institute (JGI)	2582581277	4902375	4337
644736389	Bacteria	Finished	CSP_300136_795817	Methylovorus glucosetrophus SIP3-4	DOE Joint Genome Institute (JGI)	644736389	3082007	2976
2636415690	Bacteria	Permanent Draft	Genome sequence of microbial strains isolated from lake water - University of Malaya	Leclercia adecarboxylata KY2	University of Malaya	2636415690	4981567	4744
643348565	Bacteria	Finished	Obligate methanotrophy CSP_777358	"Methylocella silvestris BL2, DSM 15510"	DOE Joint Genome Institute (JGI)	643348565	4305430	3971
2534682241	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Yokenella regensburgei ATCC 43003	Washington University in St. Louis	2534682241	4681132	4795
2517487010	Bacteria	Permanent Draft	Candidatus Portiera aleyrodidarum	Candidatus Portiera aleyrodidarum		2517487010	350928	319
2517572121	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Ahrensia kielensis DSM 5890	DOE Joint Genome Institute (JGI)	2517572121	3364770	3285
2654587727	Bacteria	Permanent Draft	Cronobacter helveticus 1159	Franconibacter helveticus 1159	U.S. Food and Drug Administration	2654587727	4628362	4562
2517572136	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Chitiniphilus shinanonensis DSM 23277	DOE Joint Genome Institute (JGI)	2517572136	4157329	3716
2765235948	Bacteria	Finished	Genome sequencing of Legionella sp. CDC-D5610	Legionella sp. CDC-D5610	Clemson University	2765235948	3272100	2983
2681813515	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Oleibacter marinus DSM 24913	DOE Joint Genome Institute (JGI)	2681813515	3859465	3535
2521172577	Bacteria	Permanent Draft	Whole genome type strain sequences of the genera Phaeobacter and Leisingera	Sedimentitalea nanhaiensis DSM 24252 (scaffold version)	DOE Joint Genome Institute (JGI)	2521172577	4948550	4896
2627853875	Bacteria	Permanent Draft	Dethiosulfatarculus sandiegensis SPR	Dethiosulfatarculus sandiegensis SPR	University of Oklahoma Health Sciences Center	2627853875	5934994	5063
2751185735	Bacteria	Finished	Luteimonas sp. JM171 Genome sequencing	Luteimonas sp. JM171	University of Hawaii	2751185735	2992353	2811
2626541831	Bacteria	Permanent Draft	"Soil microbial communities from Rifle, Colorado, USA"	candidate division CPR3 bacterium GW2011_GWE2_35_7	DOE Joint Genome Institute (JGI)	2626541831	754300	814
2660238443	Bacteria	Finished	Burkholderia cepacia JBK9 Genome sequencing	Burkholderia cepacia JBK9	Kyungpook National University	2660238443	8481212	7632
2636415754	Bacteria	Permanent Draft	Plesiomonas shigelloides GN7 Genome sequencing	Plesiomonas shigelloides GN7	University of Malaya	2636415754	3916235	3587
2718217852	Bacteria	Finished	Nitratireductor basaltis RR3-28 Genome sequencing	Nitratireductor basaltis RR3-28	Pukyong National University	2718217852	3357577	3303
2645728052	Bacteria	Finished	Vulgatibacter incomptus DSM 27710 genome sequencing	Vulgatibacter incomptus DSM 27710	"Institute of Microbial Technology (IMTECH), Council of Scientific and Industrial Research (CSIR)"	2645728052	4350553	3707
2585427611	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Aureimonas altamirensis DSM 21988	DOE Joint Genome Institute (JGI)	2585427611	4190965	4033
637000128	Bacteria	Finished	Hahella chejuensis KCTC 2396	Hahella chejuensis KCTC 2396	Korea Research Institute of Bioscience and Biotechnology	637000128	7215267	6875
2509601034	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Frateuria aurantia Kondo 67, DSM 6220"	DOE Joint Genome Institute (JGI)	2509601034	3603458	3288
2751185544	Bacteria	Finished	Kushneria konosiri X49 Genome sequencing	Kushneria konosiri X49	Kyunghee University	2751185544	3584631	3347
2671181143	Bacteria	Permanent Draft	Comparative genome analysis of Pseudomonas species	Testudinibacter aquarius DSM 28140	"Zentralinstitut fuer Ernaehrungs- und Lebensmittelforschung (ZIEL), WZW, TUM"	2671181143	4998790	4736
651053077	Bacteria	Finished	Thiomonas sp. 3As	Thiomonas arsenitoxydans 3As	CEA Genoscope	651053077	3785534	3650
2523231085	Bacteria	Permanent Draft	Unraveling the Genetic Basis of an Ancient Geochemical Biomarker	Desulfospira joergensenii DSM 10085	DOE Joint Genome Institute (JGI)	2523231085	6119470	5516
2648501925	Bacteria	Permanent Draft	Mariprofundus ferrooxydans JV-1 genome sequencing	Mariprofundus ferrooxydans JV-1	Western Washington University	2648501925	2850202	2843
2519899679	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Arhodomonas aquaeolei DSM 8974	DOE Joint Genome Institute (JGI)	2519899679	3962581	3610
2770939591	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Pseudoroseicyclus aestuarii CECT 9025	DOE Joint Genome Institute (JGI)	2770939591	3444313	3358
2524023145	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Desulfatirhabdium butyrativorans DSM 18734	DOE Joint Genome Institute (JGI)	2524023145	4481975	3976
646564556	Bacteria	Finished	WFO-LLNL proposal	Nitrosococcus halophilus Nc4	DOE Joint Genome Institute (JGI)	646564556	4145260	4086
2513020045	Bacteria	Permanent Draft	single cell genomics of the PRT	Marinosulfonomonas sp. PRT002 (unscreened)	J. Craig Venter Institute (JCVI)	2513020045	1594881	2178
2603879700	Bacteria	Permanent Draft	Holospora elegans E1	Holospora elegans E1	Yamaguchi University	2603879700	1268333	1302
2523533546	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Spongiibacter marinus DSM 19753	DOE Joint Genome Institute (JGI)	2523533546	3435542	3270
2524614851	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Rubritepida flocculans DSM 14296	DOE Joint Genome Institute (JGI)	2524614851	3839799	3824
637000127	Bacteria	Finished	Haemophilus somnus 129P	Histophilus somni 129P	DOE Joint Genome Institute (JGI)	637000127	2012878	1880
643886196	Bacteria	Permanent Draft	"CSP_788492, Haloalkaliphilic sulfate-, thiosulfate- and sulfur-reducing bacteria"	Desulfonatronospira thiodismutans ASO3-1	DOE Joint Genome Institute (JGI)	643886196	3971306	3791
2756170232	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Aquicella lusitana DSM 16500	DOE Joint Genome Institute (JGI)	2756170232	2529370	2437
2684623123	Bacteria	Finished	Psychrobacter alimentarius strain:PAMC 27889 Genome sequencing	Psychrobacter alimentarius PAMC 27889	Korea Polar Research Institute (KOPRI)	2684623123	3349444	2820
2512047035	Bacteria	Finished	Oceanimonas sp. GK1	Oceanimonas sp. GK1	Iranian Biological Resource Center	2512047035	3527244	3333
646564503	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Aminobacterium colombiense ALA-1, DSM 12261"	DOE Joint Genome Institute (JGI)	646564503	1980592	1971
2630968833	Bacteria	Permanent Draft	Gilvimarinus agarilyticus strain:JEA5 Genome sequencing	Gilvimarinus agarilyticus JEA5	Korea Institute of Ocean Sciences	2630968833	4190841	3635
2740891854	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Rhodopseudomonas faecalis JCM 11668	DOE Joint Genome Institute (JGI)	2740891854	4068611	3797
2617271327	Bacteria	Permanent Draft	Xanthomonadaceae bacterium 3.5X	Xanthomonadaceae bacterium 3.5X	Salem State University	2617271327	3377518	3037
2617270708	Bacteria	Permanent Draft	"Fountain water microbial communities from Alpena County Library, Michigan, USA"	Alpena fountain Bin 6	University of Michigan	2617270708	1737262	1694
2671180677	Bacteria	Permanent Draft	Draft genome sequence of Mizugakiibacter sediminis skMP5	Mizugakiibacter sediminis skMP5	"The Institute of Low Temperature Science, Hokkaido University"	2671180677	3107986	3024
2751185679	Bacteria	Finished	Parasaccharibacter apium Genome sequencing	Parasaccharibacter apium G7_7_3c	"U.S. Department of Agriculture, Agricultural Research Service"	2751185679	2011634	1848
644736334	Bacteria	Finished	Candidatus Hamiltonella defensa 5AT	Candidatus Hamiltonella defensa 5AT	University of Arizona	644736334	2169363	2200
2523533609	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Inquilinus limosus DSM 16000	DOE Joint Genome Institute (JGI)	2523533609	7413714	7081
641736192	Bacteria	Permanent Draft	Candidatus Endoriftia persephone Hot96_1+Hot96_2	Candidatus Endoriftia persephone Hot96_1+Hot96_2	"University of California, San Diego, Scripps Institute of Oceanography, GE Healthcare, SymBio Corporation"	641736192	3203254	6450
2582581264	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Acidocella aminolytica DSM 11237	DOE Joint Genome Institute (JGI)	2582581264	3964820	3986
2596583525	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Desulforhopalus singaporensis DSM 12130	DOE Joint Genome Institute (JGI)	2596583525	5008860	4449
2507262027	Bacteria	Permanent Draft	"CSP_786864, Methanotrophic Bacteria"	Methylosinus trichosporium OB3b	DOE Joint Genome Institute (JGI)	2507262027	4962262	4568
646206250	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Oxalobacter formigenes HOxBLS	Broad Institute	646206250	2509362	2171
2585427847	Bacteria	Permanent Draft	Candidatus Photodesmus blepharus Ppalp.1	Candidatus Photodesmus blepharus Ppalp.1	University of Michigan	2585427847	1112309	959
2563367080	Bacteria	Finished	Xylella fastidiosa 6c	Xylella fastidiosa 6c	University of Mogi das Cruzes	2563367080	2606002	2388
651053034	Bacteria	Finished	Evolution in an oncogenic bacterial species with extreme genome plasticity	Helicobacter pylori F32	University of Tokyo	651053034	1581461	1533
649633096	Bacteria	Finished	Stigmatella aurantiaca DW4/3-1	Stigmatella aurantiaca DW4/3-1	Max Planck Institute	649633096	10260756	8407
2617270875	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Candidimonas bauzanensis CGMCC 1.10190	DOE Joint Genome Institute (JGI)	2617270875	5641410	5225
2585427711	Bacteria	Permanent Draft	Orbaceae bacterium Bimp Genome sequencing	Candidatus Schmidhempelia bombi Bimp	University of Arizona	2585427711	1998543	1760
2551306097	Bacteria	Permanent Draft	Melaminivora alkalimesophila CY1	Melaminivora alkalimesophila CY1	"Chinese Academy of Sciences, Institute of Urban Environment"	2551306097	3007775	3380
2738541337	Bacteria	Permanent Draft	"Populus root and rhizosphere microbial communities from Tennessee, USA"	Pelomonas sp. BT06	DOE Joint Genome Institute (JGI)	2738541337	6183410	5734
2513237339	Bacteria	Permanent Draft	Commensalibacter intestini A911	Commensalibacter intestini A911	Seoul National University	2513237339	2454778	2256
2541046991	Bacteria	Finished	Arcobacter butzleri 7h1h	Arcobacter butzleri 7h1h	University of Liverpool	2541046991	2253233	2268
2718217839	Bacteria	Finished	Haematospirillum jordaniae H5569 Genome sequencing	Haematospirillum jordaniae H5569	"Centers for Disease Control and Prevention (CDC), USA"	2718217839	2467625	2331
2751185887	Bacteria	Finished	Pantoea alhagi Genome sequencing	Pantoea alhagi LTYR-11Z	Northwest A&F University	2751185887	4316301	4163
2756170267	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Plasticicumulans acidivorans DSM 23606	DOE Joint Genome Institute (JGI)	2756170267	4296265	3934
2522125086	Bacteria	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Succinimonas amylolytica DSM 2873	DOE Joint Genome Institute (JGI)	2522125086	3964271	3055
2645727768	Bacteria	Finished	Stenotrophomonas acidaminiphila ZAC14D2_NAIMI4_2	Stenotrophomonas acidaminiphila ZAC14D2_NAIMI4_2	Centro de Ciencias Genomicas - UNAM	2645727768	4138297	3737
2687453129	Bacteria	Finished	Halotalea alkalilenta IHB B 13600 genome sequencing	Halotalea alkalilenta IHB B 13600	CSIR-Institute of Himalayan Bioresource Technology	2687453129	4387428	4029
2588253728	Bacteria	Finished	Thermodesulfobacterium commune DSM 2178	Thermodesulfobacterium commune DSM 2178	J. Craig Venter Institute (JCVI)	2588253728	1764045	1503
648028015	Bacteria	Finished	Candidatus Zinderia insecticola CARI	Candidatus Zinderia insecticola CARI	"University of Montana, Yale University"	648028015	208564	230
2508501066	Bacteria	Permanent Draft	Whole Genome Sequencing of Methanotrophic Bacteria from Diverse Environments	Methylocaldum szegediense O-12	DOE Joint Genome Institute (JGI)	2508501066	5022295	4755
643692026	Bacteria	Finished	Laribacter hongkongensis HLHK9	Laribacter hongkongensis HLHK9	University of Hong Kong	643692026	3169329	3333
2630968886	Bacteria	Permanent Draft	Thalassomonas actiniarum strain:A5K-106 Genome sequencing	Thalassomonas actiniarum A5K-106	University of the Western Cape	2630968886	7420857	6413
2721755587	Bacteria	Finished	DOE's ENIGMA project related genome	Cupriavidus basilensis 4G11	Lawrence Berkeley National Laboratory	2721755587	8421483	7642
2507262005	Bacteria	Permanent Draft	Candidatus Regiella insecticola R5.15	Candidatus Regiella insecticola R5.15	University of Arizona Genetics Core Tucson	2507262005	2013072	2399
643348571	Bacteria	Finished	Rhodospirillum centenum SW	Rhodospirillum centenum SW	"Arizona State University, TGen"	643348571	4355548	4065
2718218137	Bacteria	Finished	Genome sequencing of Buchnera aphidicola from host Diuraphis noxia	Buchnera aphidicola (Diuraphis noxia)	Stellenbosch University	2718218137	636266	627
2519899638	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Novispirillum itersonii itersonii ATCC 12639	DOE Joint Genome Institute (JGI)	2519899638	4292502	3903
646564569	Bacteria	Finished	CSP_777079	Sideroxydans lithotrophicus ES-1	DOE Joint Genome Institute (JGI)	646564569	3003656	3049
2617270827	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Litoreibacter albidus DSM 26922	DOE Joint Genome Institute (JGI)	2617270827	3580729	3582
2617270912	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Roseicitreum antarcticum CGMCC 1.8894	DOE Joint Genome Institute (JGI)	2617270912	4250016	4087
2561511212	Bacteria	Finished	Campylobacter coli 15-537360 Genome sequencing	Campylobacter coli 15-537360	Institute of Food Research	2561511212	1685020	1673
646564519	Bacteria	Finished	"CSP_787681, Stalked bacteria"	Caulobacter segnis ATCC 21756	DOE Joint Genome Institute (JGI)	646564519	4655622	4325
2551306422	Bacteria	Permanent Draft	Pusillimonas noertemannii BS8	Pusillimonas noertemannii BS8	London School of Hygiene and Tropical Medicine	2551306422	3916977	3652
643348583	Bacteria	Finished	Thermosipho africanus TCF52B	Thermosipho africanus TCF52B	Genome Canada	643348583	2016657	1968
2516143123	Bacteria	Finished	"Lebetimonas sequencing project - Marine Biological Laboratory, Woods Hole, MA"	Lebetimonas sp. JH292	Marine Biological Laboratory	2516143123	1641000	1955
2585428139	Bacteria	Permanent Draft	CARIPLO-1	Aliihoeflea sp. 2WW	Baseclear	2585428139	4143240	4117
2757320935	Bacteria	Finished	Genome sequencing of Tatumella citrea ATCC 39140	Tatumella citrea ATCC 39140	Chinese Academy of Sciences	2757320935	4490981	4251
2521172622	Bacteria	Permanent Draft	Whole genome type strain sequences of the genera Phaeobacter and Leisingera	Pseudophaeobacter arcticus DSM 23566	DOE Joint Genome Institute (JGI)	2521172622	5049234	4889
2757320966	Bacteria	Finished	Genome sequencing of Curvibacter sp. AEP1-3	Curvibacter sp. AEP1-3	Australian National University	2757320966	4383889	4133
638341142	Bacteria	Permanent Draft	Neptuniibacter caesariensis MED92	Neptuniibacter caesariensis MED92	J. Craig Venter Institute (JCVI)	638341142	3873219	3735
2568526055	Bacteria	Permanent Draft	Candidatus Ruthia magnifica UCD-CM	Candidatus Ruthia magnifica UCD-CM	"University of California, Davis"	2568526055	1160249	1166
2582581266	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Lampropedia hyalina DSM 16112	DOE Joint Genome Institute (JGI)	2582581266	3184472	2792
2710264757	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Monaibacterium marinum C7	DOE Joint Genome Institute (JGI)	2710264757	3734267	3615
640963030	Bacteria	Permanent Draft	Plesiocystis pacifica SIR-1	Plesiocystis pacifica SIR-1	J. Craig Venter Institute (JCVI)	640963030	10587646	8542
2609460328	Bacteria	Permanent Draft	Candidatus Hepatobacter penaei Genome sequencing	Candidatus Hepatobacter penaei	University of Virginia	2609460328	1115609	1105
2770939617	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Azonexus fungiphilus DSM 23841	DOE Joint Genome Institute (JGI)	2770939617	3546071	3392
2585427724	Bacteria	Finished	Azospirillum amazonense CBAmc	Nitrospirillum amazonense CBAmc	EMBRAPA	2585427724	7228332	7803
2616644807	Bacteria	Permanent Draft	Unraveling the Genetic Basis of an Ancient Geochemical Biomarker	Desulfobacula phenolica DSM 3384	DOE Joint Genome Institute (JGI)	2616644807	4871344	4292
2684622831	Bacteria	Permanent Draft	Rhodopila sp. LVNP	Rhodopila sp. LVNP	University of Massachusetts Medical School (UMMS)	2684622831	8148294	7423
2700988697	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Pseudopelagicola gijangensis DSM 100564	DOE Joint Genome Institute (JGI)	2700988697	4094570	4063
